spend_date,channel,campaign_name,spend_eur,impressions,clicks
2025-08-15,affiliate,Affiliate 2025-08,104.1,15417,632
2025-08-16,paid_search,Paid Search 2025-08,230.05,63721,887
2025-08-16,paid_social,Paid Social 2025-08,185.03,39673,424
2025-08-16,email,Email 2025-08,14.93,1959,37
2025-08-16,affiliate,Affiliate 2025-08,143.34,35617,1212
2025-08-17,paid_search,Paid Search 2025-08,244.64,64059,2647
2025-08-17,paid_social,Paid Social 2025-08,170.78,40240,1654
2025-08-17,email,Email 2025-08,36.44,7863,68
2025-08-17,affiliate,Affiliate 2025-08,68.99,15389,384
2025-08-18,paid_search,Paid Search 2025-08,163.22,28450,904
2025-08-18,paid_social,Paid Social 2025-08,132.13,13681,352
2025-08-18,email,Email 2025-08,31.16,4696,140
2025-08-18,affiliate,Affiliate 2025-08,71.55,18152,495
2025-08-19,paid_search,Paid Search 2025-08,145.41,39243,501
2025-08-19,paid_social,Paid Social 2025-08,137.44,25984,568
2025-08-19,email,Email 2025-08,35.79,4056,146
2025-08-19,affiliate,Affiliate 2025-08,53.44,8762,357
2025-08-20,paid_search,Paid Search 2025-08,225.12,57149,1145
2025-08-20,paid_social,Paid Social 2025-08,196.21,32053,1284
2025-08-20,email,Email 2025-08,43.89,6639,199
2025-08-20,affiliate,Affiliate 2025-08,97.66,22783,286
2025-08-21,paid_search,Paid Search 2025-08,195.53,39217,584
2025-08-21,paid_social,Paid Social 2025-08,179.27,33179,1247
2025-08-21,email,Email 2025-08,19.24,2478,48
2025-08-21,affiliate,Affiliate 2025-08,134.82,16352,265
2025-08-22,paid_search,Paid Search 2025-08,174.73,18341,715
2025-08-22,paid_social,Paid Social 2025-08,177.92,18289,196
2025-08-22,email,Email 2025-08,33.43,5790,201
2025-08-22,affiliate,Affiliate 2025-08,71.0,8113,349
2025-08-23,paid_search,Paid Search 2025-08,249.95,30336,1191
2025-08-23,paid_social,Paid Social 2025-08,164.45,33187,1377
2025-08-23,email,Email 2025-08,37.9,5761,180
2025-08-23,affiliate,Affiliate 2025-08,64.51,12124,470
2025-08-24,paid_search,Paid Search 2025-08,207.92,41784,988
2025-08-24,paid_social,Paid Social 2025-08,152.1,23397,472
2025-08-24,email,Email 2025-08,40.0,5005,46
2025-08-24,affiliate,Affiliate 2025-08,101.26,24413,1087
2025-08-25,paid_search,Paid Search 2025-08,175.05,32346,496
2025-08-25,paid_social,Paid Social 2025-08,200.85,43206,687
2025-08-25,email,Email 2025-08,35.98,5969,137
2025-08-25,affiliate,Affiliate 2025-08,35.41,9811,241
2025-08-26,paid_search,Paid Search 2025-08,200.33,54244,1268
2025-08-26,paid_social,Paid Social 2025-08,223.22,47846,1664
2025-08-26,email,Email 2025-08,23.81,5922,259
2025-08-26,affiliate,Affiliate 2025-08,92.05,13094,283
2025-08-27,paid_search,Paid Search 2025-08,265.77,37737,771
2025-08-27,paid_social,Paid Social 2025-08,114.28,12782,384
2025-08-27,email,Email 2025-08,49.61,6715,106
2025-08-27,affiliate,Affiliate 2025-08,68.68,16504,571
2025-08-28,paid_search,Paid Search 2025-08,242.98,57231,2555
2025-08-28,paid_social,Paid Social 2025-08,189.91,25184,412
2025-08-28,email,Email 2025-08,50.64,8204,359
2025-08-28,affiliate,Affiliate 2025-08,131.66,15661,479
2025-08-29,paid_search,Paid Search 2025-08,223.43,22439,1001
2025-08-29,paid_social,Paid Social 2025-08,144.07,37596,1618
2025-08-29,email,Email 2025-08,27.57,3978,172
2025-08-29,affiliate,Affiliate 2025-08,28.54,4967,217
2025-08-30,paid_search,Paid Search 2025-08,200.82,34644,945
2025-08-30,paid_social,Paid Social 2025-08,180.77,33494,421
2025-08-30,email,Email 2025-08,30.03,3283,66
2025-08-30,affiliate,Affiliate 2025-08,69.65,19441,677
2025-08-31,paid_search,Paid Search 2025-08,218.31,23225,829
2025-08-31,paid_social,Paid Social 2025-08,160.94,33135,682
2025-08-31,email,Email 2025-08,32.68,6037,246
2025-08-31,affiliate,Affiliate 2025-08,83.48,12456,428
2025-09-01,paid_search,Paid Search 2025-09,277.39,33011,360
2025-09-01,paid_social,Paid Social 2025-09,110.89,18547,405
2025-09-01,email,Email 2025-09,41.94,7618,251
2025-09-01,affiliate,Affiliate 2025-09,74.45,11428,406
2025-09-02,paid_search,Paid Search 2025-09,196.79,22553,814
2025-09-02,paid_social,Paid Social 2025-09,92.77,25697,440
2025-09-02,email,Email 2025-09,29.37,7094,255
2025-09-02,affiliate,Affiliate 2025-09,45.57,4191,167
2025-09-03,paid_search,Paid Search 2025-09,233.69,30626,961
2025-09-03,paid_social,Paid Social 2025-09,171.96,28881,1188
2025-09-03,email,Email 2025-09,40.0,4185,44
2025-09-03,affiliate,Affiliate 2025-09,130.46,26878,221
2025-09-04,paid_search,Paid Search 2025-09,209.17,43290,808
2025-09-04,paid_social,Paid Social 2025-09,203.54,52549,1305
2025-09-04,email,Email 2025-09,28.76,5977,173
2025-09-04,affiliate,Affiliate 2025-09,123.33,15324,244
2025-09-05,paid_search,Paid Search 2025-09,248.86,52387,665
2025-09-05,paid_social,Paid Social 2025-09,200.14,43097,496
2025-09-05,email,Email 2025-09,22.56,4123,98
2025-09-05,affiliate,Affiliate 2025-09,91.45,12433,341
2025-09-06,paid_search,Paid Search 2025-09,209.01,39914,911
2025-09-06,paid_social,Paid Social 2025-09,170.75,40591,432
2025-09-06,email,Email 2025-09,37.11,6504,176
2025-09-06,affiliate,Affiliate 2025-09,90.38,15639,237
2025-09-07,paid_search,Paid Search 2025-09,277.86,67385,1339
2025-09-07,paid_social,Paid Social 2025-09,139.05,28237,236
2025-09-07,email,Email 2025-09,29.78,8195,260
2025-09-07,affiliate,Affiliate 2025-09,80.41,11495,194
2025-09-08,paid_search,Paid Search 2025-09,142.84,18976,630
2025-09-08,paid_social,Paid Social 2025-09,191.86,35398,314
2025-09-08,email,Email 2025-09,40.96,6727,89
2025-09-08,affiliate,Affiliate 2025-09,96.25,21266,618
2025-09-09,paid_search,Paid Search 2025-09,185.2,47709,836
2025-09-09,paid_social,Paid Social 2025-09,190.98,23354,402
2025-09-09,email,Email 2025-09,41.87,4279,173
2025-09-09,affiliate,Affiliate 2025-09,104.08,12045,306
2025-09-10,paid_search,Paid Search 2025-09,203.78,23979,451
2025-09-10,paid_social,Paid Social 2025-09,167.28,30405,1051
2025-09-10,email,Email 2025-09,34.62,8156,244
2025-09-10,affiliate,Affiliate 2025-09,115.67,21396,653
2025-09-11,paid_search,Paid Search 2025-09,271.82,68738,1935
2025-09-11,paid_social,Paid Social 2025-09,117.91,15901,642
2025-09-11,email,Email 2025-09,46.86,8166,205
2025-09-11,affiliate,Affiliate 2025-09,70.73,6736,162
2025-09-12,paid_search,Paid Search 2025-09,271.86,64668,671
2025-09-12,paid_social,Paid Social 2025-09,217.48,31184,1350
2025-09-12,email,Email 2025-09,41.8,8484,222
2025-09-12,affiliate,Affiliate 2025-09,72.03,11884,233
2025-09-13,paid_search,Paid Search 2025-09,191.54,42456,1677
2025-09-13,paid_social,Paid Social 2025-09,148.67,29047,852
2025-09-13,email,Email 2025-09,28.56,5723,246
2025-09-13,affiliate,Affiliate 2025-09,115.42,26031,546
2025-09-14,paid_search,Paid Search 2025-09,206.3,23342,916
2025-09-14,paid_social,Paid Social 2025-09,165.03,14947,566
2025-09-14,email,Email 2025-09,32.1,8271,199
2025-09-14,affiliate,Affiliate 2025-09,61.98,9942,217
2025-09-15,paid_search,Paid Search 2025-09,183.88,36596,758
2025-09-15,paid_social,Paid Social 2025-09,178.73,47027,1260
2025-09-15,email,Email 2025-09,38.55,6507,240
2025-09-15,affiliate,Affiliate 2025-09,71.05,19632,166
2025-09-16,paid_search,Paid Search 2025-09,164.87,46002,1101
2025-09-16,paid_social,Paid Social 2025-09,147.27,31699,1354
2025-09-16,email,Email 2025-09,32.5,7318,253
2025-09-16,affiliate,Affiliate 2025-09,90.67,15670,287
2025-09-17,paid_search,Paid Search 2025-09,139.58,21123,645
2025-09-17,paid_social,Paid Social 2025-09,189.71,29134,1011
2025-09-17,email,Email 2025-09,32.89,7459,215
2025-09-17,affiliate,Affiliate 2025-09,66.8,7207,127
2025-09-18,paid_search,Paid Search 2025-09,387.82,99170,4254
2025-09-18,paid_social,Paid Social 2025-09,159.64,16903,520
2025-09-18,email,Email 2025-09,28.32,5101,214
2025-09-18,affiliate,Affiliate 2025-09,53.67,14551,403
2025-09-19,paid_search,Paid Search 2025-09,271.82,60094,1264
2025-09-19,paid_social,Paid Social 2025-09,164.64,29934,816
2025-09-19,email,Email 2025-09,26.76,3376,125
2025-09-19,affiliate,Affiliate 2025-09,112.68,24829,724
2025-09-20,paid_search,Paid Search 2025-09,227.52,44563,405
2025-09-20,paid_social,Paid Social 2025-09,186.6,39013,1282
2025-09-20,email,Email 2025-09,37.94,5129,45
2025-09-20,affiliate,Affiliate 2025-09,68.55,12697,529
2025-09-21,paid_search,Paid Search 2025-09,198.49,19685,676
2025-09-21,paid_social,Paid Social 2025-09,194.99,48303,569
2025-09-21,email,Email 2025-09,30.19,4731,146
2025-09-21,affiliate,Affiliate 2025-09,97.16,15432,164
2025-09-22,paid_search,Paid Search 2025-09,136.68,28520,811
2025-09-22,paid_social,Paid Social 2025-09,226.19,51479,1573
2025-09-22,email,Email 2025-09,33.71,6188,175
2025-09-22,affiliate,Affiliate 2025-09,87.52,12831,536
2025-09-23,paid_search,Paid Search 2025-09,301.78,43182,1882
2025-09-23,paid_social,Paid Social 2025-09,170.8,38034,557
2025-09-23,email,Email 2025-09,34.4,4419,100
2025-09-23,affiliate,Affiliate 2025-09,71.48,10006,151
2025-09-24,paid_search,Paid Search 2025-09,171.85,46805,842
2025-09-24,paid_social,Paid Social 2025-09,110.25,29566,616
2025-09-24,email,Email 2025-09,33.09,9029,266
2025-09-24,affiliate,Affiliate 2025-09,91.75,23756,466
2025-09-25,paid_search,Paid Search 2025-09,231.03,30324,1130
2025-09-25,paid_social,Paid Social 2025-09,223.34,34261,872
2025-09-25,email,Email 2025-09,35.11,5821,116
2025-09-25,affiliate,Affiliate 2025-09,62.78,14116,137
2025-09-26,paid_search,Paid Search 2025-09,306.2,80472,2832
2025-09-26,paid_social,Paid Social 2025-09,131.87,17528,451
2025-09-26,email,Email 2025-09,32.67,3303,101
2025-09-26,affiliate,Affiliate 2025-09,81.66,8847,204
2025-09-27,paid_search,Paid Search 2025-09,127.05,25077,865
2025-09-27,paid_social,Paid Social 2025-09,123.5,33993,615
2025-09-27,email,Email 2025-09,40.77,4196,89
2025-09-27,affiliate,Affiliate 2025-09,112.74,15773,250
2025-09-28,paid_search,Paid Search 2025-09,193.59,34276,340
2025-09-28,paid_social,Paid Social 2025-09,167.65,41177,1261
2025-09-28,email,Email 2025-09,46.46,7043,299
2025-09-28,affiliate,Affiliate 2025-09,89.47,18728,693
2025-09-29,paid_search,Paid Search 2025-09,210.55,32512,1201
2025-09-29,paid_social,Paid Social 2025-09,118.46,24012,881
2025-09-29,email,Email 2025-09,31.69,6695,276
2025-09-29,affiliate,Affiliate 2025-09,81.11,7679,144
2025-09-30,paid_search,Paid Search 2025-09,316.91,85557,3051
2025-09-30,paid_social,Paid Social 2025-09,185.15,38916,1113
2025-09-30,email,Email 2025-09,36.78,8616,81
2025-09-30,affiliate,Affiliate 2025-09,71.24,7313,314
2025-10-01,paid_search,Paid Search 2025-10,270.31,34903,1263
2025-10-01,paid_social,Paid Social 2025-10,147.98,34292,1422
2025-10-01,email,Email 2025-10,25.33,4433,100
2025-10-01,affiliate,Affiliate 2025-10,126.4,25693,725
2025-10-02,paid_search,Paid Search 2025-10,280.89,68543,2753
2025-10-02,paid_social,Paid Social 2025-10,157.84,18829,626
2025-10-02,email,Email 2025-10,19.77,4007,68
2025-10-02,affiliate,Affiliate 2025-10,113.72,20886,845
2025-10-03,paid_search,Paid Search 2025-10,283.34,56511,1526
2025-10-03,paid_social,Paid Social 2025-10,191.97,29967,1295
2025-10-03,email,Email 2025-10,39.58,3806,117
2025-10-03,affiliate,Affiliate 2025-10,115.82,12436,185
2025-10-04,paid_search,Paid Search 2025-10,349.78,80024,2516
2025-10-04,paid_social,Paid Social 2025-10,194.04,51103,2113
2025-10-04,email,Email 2025-10,30.96,7929,128
2025-10-04,affiliate,Affiliate 2025-10,91.64,10413,362
2025-10-05,paid_search,Paid Search 2025-10,121.89,11107,359
2025-10-05,paid_social,Paid Social 2025-10,191.84,24387,223
2025-10-05,email,Email 2025-10,31.57,6549,145
2025-10-05,affiliate,Affiliate 2025-10,55.24,13350,305
2025-10-06,paid_search,Paid Search 2025-10,200.75,28139,552
2025-10-06,paid_social,Paid Social 2025-10,191.6,50470,1513
2025-10-06,email,Email 2025-10,34.25,6468,145
2025-10-06,affiliate,Affiliate 2025-10,129.13,35188,348
2025-10-07,paid_search,Paid Search 2025-10,241.71,35714,399
2025-10-07,paid_social,Paid Social 2025-10,291.61,49991,851
2025-10-07,email,Email 2025-10,30.81,3302,40
2025-10-07,affiliate,Affiliate 2025-10,42.83,4917,163
2025-10-08,paid_search,Paid Search 2025-10,190.42,17679,545
2025-10-08,paid_social,Paid Social 2025-10,142.01,32841,1111
2025-10-08,email,Email 2025-10,28.29,4917,133
2025-10-08,affiliate,Affiliate 2025-10,114.84,14841,431
2025-10-09,paid_search,Paid Search 2025-10,195.27,20409,173
2025-10-09,paid_social,Paid Social 2025-10,158.83,33606,1204
2025-10-09,email,Email 2025-10,41.59,10332,385
2025-10-09,affiliate,Affiliate 2025-10,47.58,8214,209
2025-10-10,paid_search,Paid Search 2025-10,122.17,14681,133
2025-10-10,paid_social,Paid Social 2025-10,180.7,22220,499
2025-10-10,email,Email 2025-10,36.37,8495,244
2025-10-10,affiliate,Affiliate 2025-10,84.0,10342,84
2025-10-11,paid_search,Paid Search 2025-10,231.98,55420,452
2025-10-11,paid_social,Paid Social 2025-10,148.39,26774,743
2025-10-11,email,Email 2025-10,16.73,2626,68
2025-10-11,affiliate,Affiliate 2025-10,90.71,10130,192
2025-10-12,paid_search,Paid Search 2025-10,205.84,36908,1183
2025-10-12,paid_social,Paid Social 2025-10,137.05,21190,554
2025-10-12,email,Email 2025-10,30.99,7156,161
2025-10-12,affiliate,Affiliate 2025-10,74.92,8133,199
2025-10-13,paid_search,Paid Search 2025-10,235.71,44652,1143
2025-10-13,paid_social,Paid Social 2025-10,222.06,46837,1430
2025-10-13,email,Email 2025-10,38.88,6387,165
2025-10-13,affiliate,Affiliate 2025-10,79.65,17633,562
2025-10-14,paid_search,Paid Search 2025-10,224.44,45879,1206
2025-10-14,paid_social,Paid Social 2025-10,66.0,17788,572
2025-10-14,email,Email 2025-10,35.62,8013,147
2025-10-14,affiliate,Affiliate 2025-10,95.84,23453,529
2025-10-15,paid_search,Paid Search 2025-10,260.58,62016,599
2025-10-15,paid_social,Paid Social 2025-10,40.86,11206,263
2025-10-15,email,Email 2025-10,24.66,3379,77
2025-10-15,affiliate,Affiliate 2025-10,97.79,18739,576
2025-10-16,paid_search,Paid Search 2025-10,234.21,30291,469
2025-10-16,paid_social,Paid Social 2025-10,115.73,32126,694
2025-10-16,email,Email 2025-10,29.95,6042,197
2025-10-16,affiliate,Affiliate 2025-10,101.95,20237,389
2025-10-17,paid_search,Paid Search 2025-10,115.55,11308,413
2025-10-17,paid_social,Paid Social 2025-10,134.82,29871,608
2025-10-17,email,Email 2025-10,36.28,7519,319
2025-10-17,affiliate,Affiliate 2025-10,70.64,10546,460
2025-10-18,paid_search,Paid Search 2025-10,159.97,44777,1415
2025-10-18,paid_social,Paid Social 2025-10,167.59,37748,1640
2025-10-18,email,Email 2025-10,27.89,3396,150
2025-10-18,affiliate,Affiliate 2025-10,109.11,12533,358
2025-10-19,paid_search,Paid Search 2025-10,211.03,21683,280
2025-10-19,paid_social,Paid Social 2025-10,153.21,42687,539
2025-10-19,email,Email 2025-10,56.94,13899,380
2025-10-19,affiliate,Affiliate 2025-10,68.78,15486,372
2025-10-20,paid_search,Paid Search 2025-10,212.29,53769,1070
2025-10-20,paid_social,Paid Social 2025-10,208.56,37777,1271
2025-10-20,email,Email 2025-10,38.41,9828,345
2025-10-20,affiliate,Affiliate 2025-10,92.98,24131,994
2025-10-21,paid_search,Paid Search 2025-10,208.95,20424,572
2025-10-21,paid_social,Paid Social 2025-10,202.96,34457,1268
2025-10-21,email,Email 2025-10,34.98,6365,264
2025-10-21,affiliate,Affiliate 2025-10,69.01,10790,126
2025-10-22,paid_search,Paid Search 2025-10,210.69,25759,691
2025-10-22,paid_social,Paid Social 2025-10,181.41,38087,1575
2025-10-22,email,Email 2025-10,42.6,7713,86
2025-10-22,affiliate,Affiliate 2025-10,65.89,16937,161
2025-10-23,paid_search,Paid Search 2025-10,260.0,48065,1073
2025-10-23,paid_social,Paid Social 2025-10,128.29,25359,723
2025-10-23,email,Email 2025-10,31.87,8453,109
2025-10-23,affiliate,Affiliate 2025-10,103.29,16129,680
2025-10-24,paid_search,Paid Search 2025-10,287.71,42690,750
2025-10-24,paid_social,Paid Social 2025-10,54.17,10796,220
2025-10-24,email,Email 2025-10,36.47,6252,244
2025-10-24,affiliate,Affiliate 2025-10,95.77,20659,343
2025-10-25,paid_search,Paid Search 2025-10,267.19,36537,597
2025-10-25,paid_social,Paid Social 2025-10,121.69,22948,357
2025-10-25,email,Email 2025-10,46.6,11599,308
2025-10-25,affiliate,Affiliate 2025-10,68.58,11761,343
2025-10-26,paid_search,Paid Search 2025-10,265.92,39560,846
2025-10-26,paid_social,Paid Social 2025-10,118.36,22442,973
2025-10-26,email,Email 2025-10,32.68,8260,151
2025-10-26,affiliate,Affiliate 2025-10,106.79,10805,475
2025-10-27,paid_search,Paid Search 2025-10,86.63,10396,334
2025-10-27,paid_social,Paid Social 2025-10,193.06,18569,753
2025-10-27,email,Email 2025-10,28.43,2586,85
2025-10-27,affiliate,Affiliate 2025-10,42.18,5260,77
2025-10-28,paid_search,Paid Search 2025-10,176.8,18589,712
2025-10-28,paid_social,Paid Social 2025-10,164.02,34613,904
2025-10-28,email,Email 2025-10,51.83,7595,72
2025-10-28,affiliate,Affiliate 2025-10,99.36,15357,392
2025-10-29,paid_search,Paid Search 2025-10,298.25,35803,886
2025-10-29,paid_social,Paid Social 2025-10,151.86,38044,355
2025-10-29,email,Email 2025-10,42.94,5957,83
2025-10-29,affiliate,Affiliate 2025-10,50.24,6926,62
2025-10-30,paid_search,Paid Search 2025-10,165.08,30265,409
2025-10-30,paid_social,Paid Social 2025-10,138.31,20955,806
2025-10-30,email,Email 2025-10,35.91,4944,121
2025-10-30,affiliate,Affiliate 2025-10,97.86,13065,346
2025-10-31,paid_search,Paid Search 2025-10,310.02,37054,466
2025-10-31,paid_social,Paid Social 2025-10,197.34,40070,1105
2025-10-31,email,Email 2025-10,40.69,3686,38
2025-10-31,affiliate,Affiliate 2025-10,69.76,9323,365
2025-11-01,paid_search,Paid Search 2025-11,455.23,124864,4826
2025-11-01,paid_social,Paid Social 2025-11,271.95,63615,2778
2025-11-01,email,Email 2025-11,73.69,15256,647
2025-11-01,affiliate,Affiliate 2025-11,127.0,31145,527
2025-11-02,paid_search,Paid Search 2025-11,361.09,57039,489
2025-11-02,paid_social,Paid Social 2025-11,360.27,100030,845
2025-11-02,email,Email 2025-11,75.97,11839,484
2025-11-02,affiliate,Affiliate 2025-11,163.37,34413,959
2025-11-03,paid_search,Paid Search 2025-11,457.66,115615,5126
2025-11-03,paid_social,Paid Social 2025-11,250.27,55102,1460
2025-11-03,email,Email 2025-11,53.39,5631,143
2025-11-03,affiliate,Affiliate 2025-11,178.25,43039,396
2025-11-04,paid_search,Paid Search 2025-11,514.44,131594,3206
2025-11-04,paid_social,Paid Social 2025-11,294.61,74860,1144
2025-11-04,email,Email 2025-11,68.16,16875,141
2025-11-04,affiliate,Affiliate 2025-11,162.83,18444,829
2025-11-05,paid_search,Paid Search 2025-11,417.28,44982,1500
2025-11-05,paid_social,Paid Social 2025-11,283.03,33494,379
2025-11-05,email,Email 2025-11,57.02,10427,120
2025-11-05,affiliate,Affiliate 2025-11,116.02,19735,676
2025-11-06,paid_search,Paid Search 2025-11,364.21,61675,1412
2025-11-06,paid_social,Paid Social 2025-11,227.95,50356,1370
2025-11-06,email,Email 2025-11,62.75,7336,272
2025-11-06,affiliate,Affiliate 2025-11,148.08,24617,385
2025-11-07,paid_search,Paid Search 2025-11,452.37,115198,3530
2025-11-07,paid_social,Paid Social 2025-11,323.36,38980,1074
2025-11-07,email,Email 2025-11,64.6,7463,98
2025-11-07,affiliate,Affiliate 2025-11,152.77,41885,711
2025-11-08,paid_search,Paid Search 2025-11,373.6,46832,1877
2025-11-08,paid_social,Paid Social 2025-11,305.03,36940,1429
2025-11-08,email,Email 2025-11,65.73,8253,80
2025-11-08,affiliate,Affiliate 2025-11,139.43,18501,253
2025-11-09,paid_search,Paid Search 2025-11,443.89,118467,5328
2025-11-09,paid_social,Paid Social 2025-11,339.97,84506,1187
2025-11-09,email,Email 2025-11,77.95,15689,498
2025-11-09,affiliate,Affiliate 2025-11,143.21,12897,452
2025-11-10,paid_search,Paid Search 2025-11,394.31,94889,3668
2025-11-10,paid_social,Paid Social 2025-11,339.12,79303,3442
2025-11-10,email,Email 2025-11,71.89,8657,317
2025-11-10,affiliate,Affiliate 2025-11,136.77,37219,922
2025-11-11,paid_search,Paid Search 2025-11,366.72,77731,3046
2025-11-11,paid_social,Paid Social 2025-11,320.5,45026,526
2025-11-11,email,Email 2025-11,61.46,9211,384
2025-11-11,affiliate,Affiliate 2025-11,153.38,28361,549
2025-11-12,paid_search,Paid Search 2025-11,396.8,63125,2065
2025-11-12,paid_social,Paid Social 2025-11,246.7,63393,2067
2025-11-12,email,Email 2025-11,60.13,11037,256
2025-11-12,affiliate,Affiliate 2025-11,120.04,14127,608
2025-11-13,paid_search,Paid Search 2025-11,465.44,69029,1120
2025-11-13,paid_social,Paid Social 2025-11,201.84,41805,1171
2025-11-13,email,Email 2025-11,51.75,10768,97
2025-11-13,affiliate,Affiliate 2025-11,138.0,33866,1078
2025-11-14,paid_search,Paid Search 2025-11,354.91,98872,3117
2025-11-14,paid_social,Paid Social 2025-11,283.49,28428,898
2025-11-14,email,Email 2025-11,71.01,9585,340
2025-11-14,affiliate,Affiliate 2025-11,149.42,15564,476
2025-11-15,paid_search,Paid Search 2025-11,476.67,96525,4042
2025-11-15,paid_social,Paid Social 2025-11,249.1,41020,386
2025-11-15,email,Email 2025-11,72.7,16229,297
2025-11-15,affiliate,Affiliate 2025-11,133.98,17031,496
2025-11-16,paid_search,Paid Search 2025-11,388.05,44044,1739
2025-11-16,paid_social,Paid Social 2025-11,283.53,66706,1072
2025-11-16,email,Email 2025-11,55.12,13906,512
2025-11-16,affiliate,Affiliate 2025-11,161.21,16416,390
2025-11-17,paid_search,Paid Search 2025-11,308.55,56782,1448
2025-11-17,paid_social,Paid Social 2025-11,301.28,74124,2587
2025-11-17,email,Email 2025-11,56.63,6437,178
2025-11-17,affiliate,Affiliate 2025-11,163.15,31540,1397
2025-11-18,paid_search,Paid Search 2025-11,374.44,68180,791
2025-11-18,paid_social,Paid Social 2025-11,309.54,31479,724
2025-11-18,email,Email 2025-11,46.88,11068,166
2025-11-18,affiliate,Affiliate 2025-11,155.64,33981,756
2025-11-19,paid_search,Paid Search 2025-11,395.06,35986,1593
2025-11-19,paid_social,Paid Social 2025-11,288.99,35503,1419
2025-11-19,email,Email 2025-11,64.14,16469,152
2025-11-19,affiliate,Affiliate 2025-11,189.66,25868,422
2025-11-20,paid_search,Paid Search 2025-11,298.48,81131,1715
2025-11-20,paid_social,Paid Social 2025-11,339.01,59119,1836
2025-11-20,email,Email 2025-11,53.13,5567,230
2025-11-20,affiliate,Affiliate 2025-11,147.77,24640,1064
2025-11-21,paid_search,Paid Search 2025-11,377.47,86350,1982
2025-11-21,paid_social,Paid Social 2025-11,351.6,84049,2226
2025-11-21,email,Email 2025-11,67.14,12694,240
2025-11-21,affiliate,Affiliate 2025-11,144.88,32768,1094
2025-11-22,paid_search,Paid Search 2025-11,400.96,52552,463
2025-11-22,paid_social,Paid Social 2025-11,299.95,82632,713
2025-11-22,email,Email 2025-11,64.63,13319,227
2025-11-22,affiliate,Affiliate 2025-11,165.75,23422,999
2025-11-23,paid_search,Paid Search 2025-11,283.23,54291,741
2025-11-23,paid_social,Paid Social 2025-11,281.99,55702,2197
2025-11-23,email,Email 2025-11,67.89,14764,256
2025-11-23,affiliate,Affiliate 2025-11,149.12,27697,991
2025-11-24,paid_search,Paid Search 2025-11,367.82,72662,928
2025-11-24,paid_social,Paid Social 2025-11,334.25,38643,410
2025-11-24,email,Email 2025-11,46.08,9134,248
2025-11-24,affiliate,Affiliate 2025-11,162.14,36605,1602
2025-11-25,paid_search,Paid Search 2025-11,341.71,42457,1431
2025-11-25,paid_social,Paid Social 2025-11,227.08,28236,1098
2025-11-25,email,Email 2025-11,62.05,6605,91
2025-11-25,affiliate,Affiliate 2025-11,131.41,25254,913
2025-11-26,paid_search,Paid Search 2025-11,316.54,86476,871
2025-11-26,paid_social,Paid Social 2025-11,284.53,76686,2530
2025-11-26,email,Email 2025-11,63.64,13210,581
2025-11-26,affiliate,Affiliate 2025-11,133.08,15277,368
2025-11-27,paid_search,Paid Search 2025-11,298.99,35445,1261
2025-11-27,paid_social,Paid Social 2025-11,375.5,99747,1887
2025-11-27,email,Email 2025-11,72.25,16785,601
2025-11-27,affiliate,Affiliate 2025-11,133.22,33462,892
2025-11-28,paid_search,Paid Search 2025-11,414.46,59563,1233
2025-11-28,paid_social,Paid Social 2025-11,309.99,54308,1893
2025-11-28,email,Email 2025-11,69.58,11830,190
2025-11-28,affiliate,Affiliate 2025-11,153.58,36176,636
2025-11-29,paid_search,Paid Search 2025-11,457.96,89049,2933
2025-11-29,paid_social,Paid Social 2025-11,292.45,57410,1900
2025-11-29,email,Email 2025-11,51.57,9363,402
2025-11-29,affiliate,Affiliate 2025-11,104.35,14363,577
2025-11-30,paid_search,Paid Search 2025-11,435.69,39346,935
2025-11-30,paid_social,Paid Social 2025-11,352.87,82915,3274
2025-11-30,email,Email 2025-11,52.6,6854,225
2025-11-30,affiliate,Affiliate 2025-11,109.83,24642,985
2025-12-01,paid_search,Paid Search 2025-12,322.07,70755,3038
2025-12-01,paid_social,Paid Social 2025-12,297.27,66832,1326
2025-12-01,email,Email 2025-12,66.92,10223,235
2025-12-01,affiliate,Affiliate 2025-12,120.67,31945,1288
2025-12-02,paid_search,Paid Search 2025-12,400.73,38309,484
2025-12-02,paid_social,Paid Social 2025-12,321.61,63674,961
2025-12-02,email,Email 2025-12,78.69,18187,180
2025-12-02,affiliate,Affiliate 2025-12,138.65,22945,1017
2025-12-03,paid_search,Paid Search 2025-12,373.29,92738,1687
2025-12-03,paid_social,Paid Social 2025-12,325.86,62091,2490
2025-12-03,email,Email 2025-12,69.01,15815,593
2025-12-03,affiliate,Affiliate 2025-12,122.0,25312,982
2025-12-04,paid_search,Paid Search 2025-12,470.11,47176,1873
2025-12-04,paid_social,Paid Social 2025-12,301.18,48514,1865
2025-12-04,email,Email 2025-12,68.28,18853,547
2025-12-04,affiliate,Affiliate 2025-12,162.8,26343,623
2025-12-05,paid_search,Paid Search 2025-12,422.54,114902,2764
2025-12-05,paid_social,Paid Social 2025-12,313.4,36633,1257
2025-12-05,email,Email 2025-12,66.27,17691,789
2025-12-05,affiliate,Affiliate 2025-12,138.94,23405,734
2025-12-06,paid_search,Paid Search 2025-12,290.24,52046,637
2025-12-06,paid_social,Paid Social 2025-12,292.28,44724,1260
2025-12-06,email,Email 2025-12,56.82,13179,443
2025-12-06,affiliate,Affiliate 2025-12,85.56,17691,663
2025-12-07,paid_search,Paid Search 2025-12,328.15,58459,1650
