payment_id,order_id,payment_method,payment_status,amount,paid_at
PAY00002791,ORD0002791,card,paid,570.71,2025-02-02 20:52:05
PAY00002792,ORD0002792,card,paid,883.25,2025-01-02 14:20:27
PAY00002793,ORD0002793,paypal,refunded,183.29,2026-05-16 18:23:44
PAY00002794,ORD0002794,card,paid,158.25,2026-04-18 16:28:07
PAY00002795,ORD0002795,card,paid,164.47,2025-07-11 08:17:38
PAY00002796,ORD0002796,bank_transfer,paid,47.82,2025-03-11 11:32:59
PAY00002797,ORD0002797,paypal,refunded,1211.97,2025-12-19 12:42:07
PAY00002798,ORD0002798,card,paid,604.74,2026-02-19 12:43:38
PAY00002799,ORD0002799,card,paid,15.6,2026-02-25 20:46:26
PAY00002800,ORD0002800,paypal,paid,300.06,2026-06-16 20:57:38
PAY00002801,ORD0002801,card,paid,264.2,2025-07-12 23:22:09
PAY00002802,ORD0002802,card,failed,0.0,2025-08-17 12:29:10
PAY00002803,ORD0002803,paypal,paid,463.06,2026-02-22 08:15:23
PAY00002804,ORD0002804,card,refunded,572.3,2026-02-02 20:27:52
PAY00002805,ORD0002805,bank_transfer,paid,552.48,2026-03-10 00:20:32
PAY00002806,ORD0002806,paypal,paid,86.69,2025-04-10 15:17:36
PAY00002807,ORD0002807,card,paid,153.73,2025-07-22 19:10:44
PAY00002808,ORD0002808,card,paid,336.77,2026-04-19 19:31:46
PAY00002809,ORD0002809,klarna,paid,200.67,2025-12-25 08:32:27
PAY00002810,ORD0002810,card,paid,592.87,2025-07-16 23:18:30
PAY00002811,ORD0002811,paypal,paid,1842.97,2025-12-17 12:24:54
PAY00002812,ORD0002812,paypal,paid,306.96,2026-04-20 13:11:55
PAY00002813,ORD0002813,card,paid,648.5,2025-11-03 19:36:19
PAY00002814,ORD0002814,klarna,paid,833.03,2026-01-09 13:27:51
PAY00002815,ORD0002815,klarna,refunded,830.36,2025-12-07 19:20:36
PAY00002816,ORD0002816,card,paid,305.06,2026-04-18 10:46:11
PAY00002817,ORD0002817,card,paid,230.81,2025-03-25 19:57:19
PAY00002818,ORD0002818,card,paid,290.29,2025-12-21 16:12:08
PAY00002819,ORD0002819,klarna,paid,126.35,2026-01-25 16:15:04
PAY00002820,ORD0002820,klarna,paid,1260.21,2025-11-10 14:22:21
PAY00002821,ORD0002821,paypal,paid,243.19,2025-11-11 13:34:57
PAY00002822,ORD0002822,card,paid,1532.83,2025-12-10 20:24:22
PAY00002823,ORD0002823,card,failed,0.0,2025-10-23 12:49:26
PAY00002824,ORD0002824,paypal,paid,711.73,2026-03-30 19:22:06
PAY00002825,ORD0002825,card,paid,225.93,2025-10-08 15:27:45
PAY00002826,ORD0002826,paypal,paid,559.12,2025-01-01 08:04:39
PAY00002827,ORD0002827,card,paid,419.77,2025-12-02 16:11:46
PAY00002828,ORD0002828,card,paid,381.91,2026-01-12 17:37:57
PAY00002829,ORD0002829,bank_transfer,refunded,585.46,2026-01-19 20:05:22
PAY00002830,ORD0002830,card,paid,457.2,2025-12-21 00:06:49
PAY00002831,ORD0002831,card,paid,691.04,2025-12-26 19:26:00
PAY00002832,ORD0002832,card,paid,339.03,2026-03-31 19:07:47
PAY00002833,ORD0002833,klarna,paid,235.28,2026-05-11 18:18:36
PAY00002834,ORD0002834,card,paid,1538.89,2025-11-04 16:11:23
PAY00002835,ORD0002835,card,paid,210.98,2025-10-21 20:19:06
PAY00002836,ORD0002836,bank_transfer,paid,992.25,2025-09-19 14:32:29
PAY00002837,ORD0002837,paypal,paid,362.45,2026-02-02 09:49:10
PAY00002838,ORD0002838,card,paid,540.14,2026-06-27 12:38:49
PAY00002839,ORD0002839,paypal,paid,280.86,2025-12-03 15:04:34
PAY00002840,ORD0002840,card,paid,575.0,2025-07-09 12:37:12
PAY00002841,ORD0002841,card,refunded,1203.64,2026-04-15 10:09:43
PAY00002842,ORD0002842,card,paid,467.87,2025-12-26 21:21:07
PAY00002843,ORD0002843,card,refunded,418.74,2025-11-18 23:35:45
PAY00002844,ORD0002844,card,paid,262.95,2025-02-18 20:24:42
PAY00002845,ORD0002845,card,paid,1362.99,2025-12-07 13:24:10
PAY00002846,ORD0002846,paypal,paid,589.46,2025-12-04 15:58:29
PAY00002847,ORD0002847,paypal,paid,149.81,2026-02-24 09:35:54
PAY00002848,ORD0002848,card,paid,35.1,2026-04-18 11:07:52
PAY00002849,ORD0002849,card,paid,116.64,2026-02-08 23:06:50
PAY00002850,ORD0002850,card,paid,386.17,2026-06-06 11:26:18
PAY00002851,ORD0002851,klarna,paid,652.28,2026-05-16 20:17:24
PAY00002852,ORD0002852,card,paid,1189.5,2025-11-27 14:52:31
PAY00002853,ORD0002853,klarna,paid,399.02,2026-03-05 18:17:06
PAY00002854,ORD0002854,card,failed,0.0,2025-11-28 15:05:38
PAY00002855,ORD0002855,card,paid,300.63,2026-06-17 10:12:38
PAY00002856,ORD0002856,klarna,paid,187.36,2026-02-12 15:17:35
PAY00002857,ORD0002857,card,paid,338.15,2026-01-07 19:16:51
PAY00002858,ORD0002858,card,paid,712.3,2026-05-09 12:33:09
PAY00002859,ORD0002859,bank_transfer,paid,87.69,2025-07-04 10:02:33
PAY00002860,ORD0002860,paypal,paid,1039.27,2025-02-11 10:32:57
PAY00002861,ORD0002861,card,refunded,764.45,2026-06-25 23:27:10
PAY00002862,ORD0002862,paypal,paid,203.09,2025-10-12 10:59:34
PAY00002863,ORD0002863,klarna,paid,898.6,2025-11-03 14:13:55
PAY00002864,ORD0002864,card,paid,136.09,2026-06-18 16:48:58
PAY00002865,ORD0002865,klarna,paid,1377.52,2025-11-27 22:10:21
PAY00002866,ORD0002866,card,paid,355.66,2025-12-24 14:54:09
PAY00002867,ORD0002867,klarna,paid,35.12,2025-11-25 23:12:05
PAY00002868,ORD0002868,bank_transfer,paid,185.46,2026-03-19 14:07:59
PAY00002869,ORD0002869,card,paid,359.02,2025-05-31 21:47:31
PAY00002870,ORD0002870,card,paid,123.74,2025-05-15 08:42:38
PAY00002871,ORD0002871,klarna,paid,66.32,2025-12-24 10:41:41
PAY00002872,ORD0002872,card,paid,147.14,2025-09-10 18:16:59
PAY00002873,ORD0002873,klarna,paid,828.95,2025-06-29 23:03:35
PAY00002874,ORD0002874,paypal,paid,408.7,2026-06-10 17:30:35
PAY00002875,ORD0002875,klarna,paid,581.31,2026-06-23 16:05:33
PAY00002876,ORD0002876,bank_transfer,paid,15.06,2025-11-06 00:10:11
PAY00002877,ORD0002877,card,paid,611.13,2025-10-29 18:36:06
PAY00002878,ORD0002878,card,paid,548.48,2025-11-01 21:06:39
PAY00002879,ORD0002879,klarna,paid,140.77,2026-03-06 09:14:18
PAY00002880,ORD0002880,paypal,paid,961.27,2025-03-11 07:53:36
PAY00002881,ORD0002881,card,paid,256.75,2025-07-19 23:59:33
PAY00002882,ORD0002882,card,failed,0.0,2025-11-23 23:05:26
PAY00002883,ORD0002883,card,paid,391.69,2025-11-14 21:24:43
PAY00002884,ORD0002884,paypal,paid,608.79,2025-02-24 10:10:58
PAY00002885,ORD0002885,paypal,paid,1428.17,2025-12-30 11:00:24
PAY00002886,ORD0002886,card,paid,412.69,2025-12-22 17:14:11
PAY00002887,ORD0002887,paypal,paid,1366.86,2026-06-05 11:54:28
PAY00002888,ORD0002888,card,paid,236.22,2026-03-01 10:52:33
PAY00002889,ORD0002889,klarna,paid,209.41,2026-06-09 10:14:10
PAY00002890,ORD0002890,klarna,paid,129.23,2025-11-10 23:31:07
PAY00002891,ORD0002891,card,paid,194.34,2025-05-06 21:20:27
PAY00002892,ORD0002892,card,failed,0.0,2025-11-27 09:51:53
PAY00002893,ORD0002893,card,paid,1944.42,2026-02-04 09:36:50
PAY00002894,ORD0002894,card,paid,297.82,2025-09-11 15:18:53
PAY00002895,ORD0002895,card,paid,406.1,2025-11-27 20:48:19
PAY00002896,ORD0002896,card,refunded,1020.64,2025-09-01 19:08:57
PAY00002897,ORD0002897,card,paid,699.02,2025-11-20 08:20:14
PAY00002898,ORD0002898,klarna,refunded,275.32,2025-12-29 11:21:59
PAY00002899,ORD0002899,paypal,paid,329.56,2025-12-05 22:05:02
PAY00002900,ORD0002900,card,paid,327.97,2025-10-29 11:13:51
PAY00002901,ORD0002901,card,paid,731.52,2026-03-20 22:17:18
PAY00002902,ORD0002902,card,paid,138.74,2025-11-16 09:31:21
PAY00002903,ORD0002903,paypal,failed,0.0,2025-05-09 18:18:24
PAY00002904,ORD0002904,paypal,paid,423.01,2025-03-16 19:28:19
PAY00002905,ORD0002905,klarna,paid,434.35,2025-12-03 13:08:19
PAY00002906,ORD0002906,card,paid,913.0,2026-03-10 10:50:00
PAY00002907,ORD0002907,paypal,paid,208.58,2026-02-28 13:43:27
PAY00002908,ORD0002908,klarna,refunded,265.73,2026-03-18 20:23:22
PAY00002909,ORD0002909,card,paid,743.69,2025-04-18 19:00:33
PAY00002910,ORD0002910,bank_transfer,failed,0.0,2025-09-08 16:41:31
PAY00002911,ORD0002911,bank_transfer,failed,0.0,2026-05-19 12:25:03
PAY00002912,ORD0002912,klarna,paid,128.83,2025-05-15 00:31:18
PAY00002913,ORD0002913,card,paid,780.69,2026-02-23 09:14:24
PAY00002914,ORD0002914,card,paid,628.69,2026-03-22 16:18:10
PAY00002915,ORD0002915,paypal,paid,252.49,2025-07-09 19:31:10
PAY00002916,ORD0002916,klarna,paid,183.89,2026-03-13 23:12:41
PAY00002917,ORD0002917,klarna,paid,558.29,2026-02-02 23:48:58
PAY00002918,ORD0002918,card,paid,148.11,2026-05-04 22:36:02
PAY00002919,ORD0002919,paypal,refunded,409.74,2025-06-12 10:11:46
PAY00002920,ORD0002920,card,paid,164.11,2026-06-09 21:14:55
PAY00002921,ORD0002921,paypal,paid,553.28,2025-07-26 08:26:48
PAY00002922,ORD0002922,card,paid,673.29,2025-03-20 09:42:32
PAY00002923,ORD0002923,card,paid,18.06,2025-12-28 15:21:53
PAY00002924,ORD0002924,paypal,paid,325.38,2025-03-25 21:57:00
PAY00002925,ORD0002925,card,refunded,718.95,2025-10-15 17:23:43
PAY00002926,ORD0002926,paypal,paid,432.61,2026-04-29 17:50:15
PAY00002927,ORD0002927,card,paid,314.96,2025-03-16 17:47:48
PAY00002928,ORD0002928,card,paid,275.56,2025-07-21 12:35:05
PAY00002929,ORD0002929,card,paid,616.29,2026-03-04 23:47:28
PAY00002930,ORD0002930,card,refunded,587.5,2026-01-19 11:58:08
PAY00002931,ORD0002931,card,paid,608.69,2026-02-28 23:31:47
PAY00002932,ORD0002932,card,paid,122.14,2025-11-24 11:49:46
PAY00002933,ORD0002933,card,paid,1042.56,2026-05-11 15:19:38
PAY00002934,ORD0002934,card,refunded,465.4,2025-07-21 10:44:11
PAY00002935,ORD0002935,card,paid,611.87,2026-05-29 13:35:42
PAY00002936,ORD0002936,paypal,paid,165.79,2025-11-27 16:37:54
PAY00002937,ORD0002937,paypal,paid,311.82,2026-06-14 10:18:55
PAY00002938,ORD0002938,card,paid,507.75,2025-12-26 14:06:31
PAY00002939,ORD0002939,card,refunded,340.37,2026-06-07 10:34:14
PAY00002940,ORD0002940,bank_transfer,paid,265.82,2026-06-29 15:58:21
PAY00002941,ORD0002941,paypal,paid,143.0,2025-10-18 18:49:40
PAY00002942,ORD0002942,card,paid,607.48,2025-10-21 13:18:48
PAY00002943,ORD0002943,card,paid,145.51,2026-02-11 16:49:52
PAY00002944,ORD0002944,paypal,paid,146.64,2025-09-04 11:18:01
PAY00002945,ORD0002945,card,paid,398.98,2025-07-17 14:30:13
PAY00002946,ORD0002946,bank_transfer,refunded,729.07,2026-04-28 17:43:09
PAY00002947,ORD0002947,bank_transfer,paid,36.6,2025-04-04 10:01:59
PAY00002948,ORD0002948,klarna,refunded,38.63,2025-08-03 22:43:41
PAY00002949,ORD0002949,card,paid,347.65,2026-06-25 22:20:32
PAY00002950,ORD0002950,card,paid,55.74,2026-02-25 01:14:46
PAY00002951,ORD0002951,card,refunded,2299.0,2025-05-27 13:03:32
PAY00002952,ORD0002952,card,paid,512.29,2026-05-03 23:23:17
PAY00002953,ORD0002953,klarna,paid,476.38,2026-02-03 20:07:50
PAY00002954,ORD0002954,card,paid,592.3,2026-03-18 08:29:32
PAY00002955,ORD0002955,card,paid,357.43,2026-02-23 16:56:57
PAY00002956,ORD0002956,bank_transfer,refunded,175.15,2025-10-24 12:10:43
PAY00002957,ORD0002957,card,paid,407.76,2026-03-05 17:09:40
PAY00002958,ORD0002958,paypal,paid,293.47,2026-04-08 15:47:12
PAY00002959,ORD0002959,card,paid,1074.28,2025-11-02 11:32:24
PAY00002960,ORD0002960,klarna,paid,302.84,2025-05-08 07:58:33
PAY00002961,ORD0002961,card,refunded,70.27,2026-04-01 19:50:09
PAY00002962,ORD0002962,paypal,paid,1301.74,2025-10-29 22:28:42
PAY00002963,ORD0002963,card,paid,305.69,2025-05-25 11:27:45
PAY00002964,ORD0002964,bank_transfer,paid,761.24,2026-01-19 09:45:09
PAY00002965,ORD0002965,card,paid,416.95,2026-03-01 20:20:49
PAY00002966,ORD0002966,paypal,paid,948.84,2026-02-25 08:18:20
PAY00002967,ORD0002967,card,paid,238.16,2026-06-26 21:01:45
PAY00002968,ORD0002968,paypal,paid,70.43,2025-09-28 14:39:02
PAY00002969,ORD0002969,paypal,paid,178.9,2025-10-19 23:12:36
PAY00002970,ORD0002970,klarna,refunded,134.57,2025-11-28 11:28:48
PAY00002971,ORD0002971,klarna,paid,553.63,2025-11-23 20:58:36
PAY00002972,ORD0002972,klarna,paid,189.3,2025-11-20 18:47:49
PAY00002973,ORD0002973,card,paid,1062.57,2025-11-28 19:40:58
PAY00002974,ORD0002974,card,paid,1126.21,2025-12-25 18:51:45
PAY00002975,ORD0002975,card,paid,1001.59,2025-10-07 10:21:41
PAY00002976,ORD0002976,paypal,paid,425.4,2025-11-27 18:19:46
PAY00002977,ORD0002977,card,paid,394.78,2026-06-06 21:26:39
PAY00002978,ORD0002978,klarna,paid,92.33,2025-09-29 21:10:00
PAY00002979,ORD0002979,card,paid,355.86,2026-05-16 19:12:26
PAY00002980,ORD0002980,card,paid,842.46,2026-01-21 21:36:29
PAY00002981,ORD0002981,card,paid,210.84,2026-05-11 15:30:55
PAY00002982,ORD0002982,card,paid,174.09,2025-12-19 14:33:43
PAY00002983,ORD0002983,paypal,refunded,315.01,2025-11-03 12:28:14
PAY00002984,ORD0002984,card,paid,171.81,2026-04-08 14:24:12
PAY00002985,ORD0002985,paypal,refunded,976.05,2026-05-20 11:41:42
PAY00002986,ORD0002986,card,paid,530.13,2025-08-25 19:31:34
PAY00002987,ORD0002987,card,paid,309.12,2025-04-25 22:50:56
PAY00002988,ORD0002988,klarna,paid,639.49,2025-11-26 21:56:35
PAY00002989,ORD0002989,card,paid,784.21,2025-11-15 18:16:49
PAY00002990,ORD0002990,card,paid,122.84,2025-08-24 16:52:13
PAY00002991,ORD0002991,paypal,paid,605.09,2025-03-28 22:00:52
PAY00002992,ORD0002992,card,paid,171.56,2025-11-01 11:57:48
PAY00002993,ORD0002993,card,paid,238.22,2026-06-25 14:47:13
PAY00002994,ORD0002994,paypal,paid,438.09,2025-02-11 13:31:40
PAY00002995,ORD0002995,card,paid,814.01,2025-11-08 10:15:20
PAY00002996,ORD0002996,card,paid,465.59,2025-11-28 22:46:57
PAY00002997,ORD0002997,paypal,paid,332.48,2026-02-21 09:03:52
PAY00002998,ORD0002998,card,refunded,212.4,2025-09-14 23:10:57
PAY00002999,ORD0002999,card,paid,191.19,2025-11-08 21:11:41
PAY00003000,ORD0003000,klarna,refunded,528.66,2025-06-14 19:37:02
PAY00003001,ORD0003001,card,paid,219.82,2026-05-15 16:34:08
PAY00003002,ORD0003002,card,paid,275.32,2025-01-30 15:33:21
PAY00003003,ORD0003003,card,paid,484.99,2025-11-07 00:30:13
PAY00003004,ORD0003004,klarna,paid,153.97,2025-05-30 22:04:54
PAY00003005,ORD0003005,card,paid,437.13,2025-11-27 17:09:13
PAY00003006,ORD0003006,card,paid,643.3,2025-09-12 16:22:26
PAY00003007,ORD0003007,card,paid,1021.3,2025-04-07 12:51:54
PAY00003008,ORD0003008,card,paid,295.19,2026-05-30 20:46:02
PAY00003009,ORD0003009,bank_transfer,failed,0.0,2025-06-13 19:05:56
PAY00003010,ORD0003010,card,refunded,436.83,2025-10-08 17:47:12
PAY00003011,ORD0003011,card,paid,644.43,2026-02-26 15:24:49
PAY00003012,ORD0003012,card,paid,93.58,2025-12-10 15:44:44
PAY00003013,ORD0003013,card,paid,1179.06,2025-07-20 10:10:04
PAY00003014,ORD0003014,card,paid,969.75,2025-11-13 17:42:57
PAY00003015,ORD0003015,bank_transfer,paid,2389.87,2025-04-12 15:18:12
PAY00003016,ORD0003016,card,paid,934.44,2025-05-02 22:08:35
PAY00003017,ORD0003017,paypal,paid,66.25,2025-06-12 15:32:22
PAY00003018,ORD0003018,paypal,paid,113.4,2025-12-27 21:10:36
PAY00003019,ORD0003019,card,paid,188.87,2026-06-25 20:49:49
PAY00003020,ORD0003020,card,refunded,824.44,2025-12-10 23:06:38
PAY00003021,ORD0003021,card,paid,115.68,2026-01-16 12:41:41
PAY00003022,ORD0003022,card,paid,416.17,2025-11-19 19:37:07
PAY00003023,ORD0003023,card,paid,183.29,2025-12-01 11:42:49
PAY00003024,ORD0003024,klarna,paid,405.48,2025-12-16 09:27:24
PAY00003025,ORD0003025,paypal,failed,0.0,2026-02-26 15:47:39
PAY00003026,ORD0003026,bank_transfer,paid,853.37,2025-11-14 13:34:21
PAY00003027,ORD0003027,klarna,paid,60.33,2025-12-16 20:42:27
PAY00003028,ORD0003028,card,paid,37.21,2026-01-01 11:46:07
PAY00003029,ORD0003029,paypal,paid,85.77,2025-03-30 00:26:17
PAY00003030,ORD0003030,card,paid,1011.74,2025-12-15 16:22:36
PAY00003031,ORD0003031,paypal,paid,313.03,2025-12-31 17:57:40
PAY00003032,ORD0003032,card,paid,269.4,2025-11-17 09:29:51
PAY00003033,ORD0003033,card,paid,483.74,2026-04-22 12:00:21
PAY00003034,ORD0003034,card,failed,0.0,2025-03-06 22:34:30
PAY00003035,ORD0003035,card,failed,0.0,2025-01-16 19:08:36
PAY00003036,ORD0003036,card,paid,759.7,2025-11-27 13:35:23
PAY00003037,ORD0003037,card,paid,578.07,2025-03-27 16:21:52
PAY00003038,ORD0003038,bank_transfer,refunded,829.39,2025-04-02 14:54:32
PAY00003039,ORD0003039,card,paid,1581.95,2025-11-02 16:14:54
PAY00003040,ORD0003040,paypal,paid,153.26,2025-03-27 17:17:29
PAY00003041,ORD0003041,card,paid,161.66,2026-01-28 12:07:06
PAY00003042,ORD0003042,paypal,refunded,224.83,2026-03-11 18:38:20
PAY00003043,ORD0003043,paypal,paid,350.85,2026-01-26 23:15:12
PAY00003044,ORD0003044,paypal,paid,222.79,2026-06-07 12:31:28
PAY00003045,ORD0003045,card,refunded,585.84,2025-09-14 19:04:07
PAY00003046,ORD0003046,card,paid,104.1,2026-04-26 19:54:25
PAY00003047,ORD0003047,paypal,paid,526.23,2025-06-01 20:20:33
PAY00003048,ORD0003048,paypal,paid,230.29,2026-06-12 10:25:03
PAY00003049,ORD0003049,bank_transfer,paid,20.78,2026-06-14 12:30:43
PAY00003050,ORD0003050,card,paid,918.65,2025-09-25 15:37:34
PAY00003051,ORD0003051,card,paid,166.0,2025-11-12 13:02:25
PAY00003052,ORD0003052,card,paid,233.23,2025-09-02 22:15:29
PAY00003053,ORD0003053,klarna,paid,339.01,2026-06-19 12:54:32
PAY00003054,ORD0003054,card,paid,125.16,2025-11-19 12:07:04
PAY00003055,ORD0003055,card,paid,328.37,2025-11-05 18:11:55
PAY00003056,ORD0003056,card,paid,1492.17,2026-05-15 18:15:16
PAY00003057,ORD0003057,card,paid,127.45,2025-03-12 11:32:41
PAY00003058,ORD0003058,card,paid,83.55,2025-11-19 08:55:30
PAY00003059,ORD0003059,card,paid,69.03,2025-09-19 15:57:22
PAY00003060,ORD0003060,card,paid,207.45,2026-03-31 16:36:30
PAY00003061,ORD0003061,card,paid,557.19,2025-06-07 20:22:49
PAY00003062,ORD0003062,card,paid,173.61,2025-03-01 17:12:21
PAY00003063,ORD0003063,paypal,paid,180.56,2025-11-16 20:35:51
PAY00003064,ORD0003064,paypal,paid,904.25,2025-11-10 18:17:29
PAY00003065,ORD0003065,paypal,refunded,892.06,2026-02-04 01:12:00
PAY00003066,ORD0003066,card,paid,151.13,2025-08-04 00:09:40
PAY00003067,ORD0003067,klarna,paid,156.25,2026-03-24 22:45:46
PAY00003068,ORD0003068,paypal,paid,186.37,2025-04-04 07:30:49
PAY00003069,ORD0003069,card,paid,612.41,2025-08-23 08:10:38
PAY00003070,ORD0003070,card,paid,240.8,2025-05-14 21:36:05
PAY00003071,ORD0003071,bank_transfer,paid,242.01,2025-10-13 17:05:30
PAY00003072,ORD0003072,paypal,paid,395.28,2026-05-29 13:38:44
PAY00003073,ORD0003073,paypal,paid,212.79,2026-06-01 14:05:26
PAY00003074,ORD0003074,bank_transfer,paid,249.66,2025-11-30 11:39:07
PAY00003075,ORD0003075,card,paid,204.58,2025-10-21 21:06:23
PAY00003076,ORD0003076,bank_transfer,paid,621.65,2026-06-25 16:56:03
PAY00003077,ORD0003077,klarna,paid,510.29,2026-01-09 19:21:08
PAY00003078,ORD0003078,card,paid,629.45,2025-12-02 19:24:19
PAY00003079,ORD0003079,card,paid,120.96,2026-01-12 12:02:58
PAY00003080,ORD0003080,bank_transfer,paid,167.47,2026-03-27 14:10:08
PAY00003081,ORD0003081,klarna,paid,358.29,2025-03-19 18:44:38
PAY00003082,ORD0003082,bank_transfer,paid,1100.73,2026-05-31 16:18:44
PAY00003083,ORD0003083,paypal,refunded,423.27,2025-05-28 11:17:47
PAY00003084,ORD0003084,card,paid,756.39,2025-12-29 09:56:56
PAY00003085,ORD0003085,card,paid,328.95,2026-06-04 21:56:19
PAY00003086,ORD0003086,bank_transfer,paid,184.73,2025-12-29 14:42:32
PAY00003087,ORD0003087,card,paid,392.17,2026-05-22 11:05:02
PAY00003088,ORD0003088,card,paid,432.53,2025-11-14 11:39:55
PAY00003089,ORD0003089,bank_transfer,paid,464.92,2025-09-14 20:08:44
PAY00003090,ORD0003090,paypal,paid,877.76,2026-06-19 09:21:03
PAY00003091,ORD0003091,card,paid,898.28,2025-10-26 07:45:07
PAY00003092,ORD0003092,paypal,paid,992.51,2026-03-02 23:28:00
PAY00003093,ORD0003093,klarna,paid,130.93,2025-11-20 01:03:59
PAY00003094,ORD0003094,paypal,paid,155.62,2025-08-14 09:26:31
PAY00003095,ORD0003095,paypal,refunded,33.12,2025-10-29 18:18:49
PAY00003096,ORD0003096,paypal,paid,264.28,2026-02-05 11:01:22
PAY00003097,ORD0003097,card,failed,0.0,2025-07-15 16:36:35
PAY00003098,ORD0003098,card,paid,927.16,2025-03-28 13:57:33
PAY00003099,ORD0003099,card,paid,321.89,2025-09-04 01:20:18
PAY00003100,ORD0003100,card,paid,150.82,2025-10-12 19:05:05
PAY00003101,ORD0003101,card,paid,423.36,2026-01-31 21:13:32
PAY00003102,ORD0003102,card,paid,96.38,2025-12-28 20:32:55
PAY00003103,ORD0003103,card,refunded,509.13,2025-05-23 00:33:28
PAY00003104,ORD0003104,bank_transfer,paid,601.04,2025-05-02 10:43:09
PAY00003105,ORD0003105,card,paid,466.49,2025-11-02 14:52:35
PAY00003106,ORD0003106,paypal,paid,1059.81,2026-03-09 17:04:37
PAY00003107,ORD0003107,paypal,refunded,283.23,2025-12-02 11:57:06
PAY00003108,ORD0003108,card,refunded,246.72,2025-08-05 09:21:25
PAY00003109,ORD0003109,card,refunded,208.35,2026-04-28 22:54:17
PAY00003110,ORD0003110,card,paid,204.85,2026-04-08 13:37:19
PAY00003111,ORD0003111,paypal,paid,35.12,2025-03-25 18:06:13
PAY00003112,ORD0003112,paypal,paid,166.3,2025-12-20 21:50:30
PAY00003113,ORD0003113,card,paid,318.07,2025-08-10 17:25:10
PAY00003114,ORD0003114,card,failed,0.0,2026-04-17 14:28:34
PAY00003115,ORD0003115,klarna,paid,830.85,2025-03-28 20:34:39
PAY00003116,ORD0003116,paypal,paid,76.53,2025-02-03 11:35:59
PAY00003117,ORD0003117,card,paid,1141.75,2026-02-05 16:47:45
PAY00003118,ORD0003118,card,paid,219.82,2025-12-22 22:59:07
PAY00003119,ORD0003119,card,paid,90.59,2025-07-09 19:00:32
PAY00003120,ORD0003120,paypal,paid,592.32,2025-11-29 15:11:11
PAY00003121,ORD0003121,card,paid,1415.26,2025-07-12 10:04:15
PAY00003122,ORD0003122,card,paid,321.89,2026-01-03 20:12:40
PAY00003123,ORD0003123,card,refunded,460.61,2025-12-27 12:40:59
PAY00003124,ORD0003124,paypal,paid,707.84,2026-06-25 12:38:34
PAY00003125,ORD0003125,card,paid,313.57,2026-04-30 23:38:34
PAY00003126,ORD0003126,bank_transfer,paid,205.74,2025-11-26 19:40:45
PAY00003127,ORD0003127,paypal,refunded,691.73,2025-11-20 09:08:52
PAY00003128,ORD0003128,card,paid,224.47,2025-10-23 22:20:19
PAY00003129,ORD0003129,card,failed,0.0,2025-05-30 08:45:59
PAY00003130,ORD0003130,bank_transfer,refunded,372.77,2025-06-07 18:57:46
PAY00003131,ORD0003131,paypal,refunded,877.37,2025-04-28 23:41:26
PAY00003132,ORD0003132,card,paid,283.23,2025-12-28 13:07:46
PAY00003133,ORD0003133,card,refunded,440.68,2025-12-08 17:02:20
PAY00003134,ORD0003134,card,refunded,607.41,2026-03-29 14:19:32
PAY00003135,ORD0003135,paypal,paid,462.59,2025-07-17 13:28:19
PAY00003136,ORD0003136,card,paid,57.31,2026-05-05 16:08:53
PAY00003137,ORD0003137,paypal,paid,60.94,2026-04-21 22:38:14
PAY00003138,ORD0003138,paypal,paid,186.55,2026-04-30 23:01:01
PAY00003139,ORD0003139,klarna,refunded,15.67,2025-12-24 10:34:01
PAY00003140,ORD0003140,card,paid,990.38,2025-08-29 13:57:16
PAY00003141,ORD0003141,card,paid,631.04,2025-11-27 13:06:49
PAY00003142,ORD0003142,klarna,paid,663.16,2026-03-17 20:34:14
PAY00003143,ORD0003143,bank_transfer,failed,0.0,2025-12-08 14:10:05
PAY00003144,ORD0003144,bank_transfer,paid,836.01,2025-08-28 12:51:40
PAY00003145,ORD0003145,paypal,paid,431.57,2025-04-27 16:49:00
PAY00003146,ORD0003146,klarna,paid,92.07,2025-05-20 15:49:15
PAY00003147,ORD0003147,card,paid,185.5,2025-08-23 21:39:44
PAY00003148,ORD0003148,bank_transfer,paid,408.6,2025-02-27 17:26:29
PAY00003149,ORD0003149,card,paid,324.89,2026-04-27 13:02:30
PAY00003150,ORD0003150,card,refunded,529.86,2025-10-02 13:47:45
PAY00003151,ORD0003151,card,paid,356.1,2025-08-16 18:56:38
PAY00003152,ORD0003152,bank_transfer,paid,48.25,2026-05-22 12:42:41
PAY00003153,ORD0003153,card,paid,993.5,2025-10-26 17:57:03
PAY00003154,ORD0003154,card,paid,593.5,2026-01-30 15:51:40
PAY00003155,ORD0003155,bank_transfer,paid,303.2,2025-03-10 01:09:43
PAY00003156,ORD0003156,klarna,paid,222.82,2026-01-24 17:05:54
PAY00003157,ORD0003157,klarna,paid,527.28,2025-08-14 19:25:16
PAY00003158,ORD0003158,bank_transfer,paid,456.02,2025-07-30 13:43:42
PAY00003159,ORD0003159,card,paid,668.49,2025-12-21 14:33:56
PAY00003160,ORD0003160,card,paid,1272.01,2025-11-03 19:02:06
PAY00003161,ORD0003161,klarna,paid,419.21,2026-05-04 20:46:04
PAY00003162,ORD0003162,card,refunded,673.42,2026-03-05 08:54:28
PAY00003163,ORD0003163,card,paid,26.25,2025-10-06 23:22:32
