session_id,customer_id,started_at,source_channel,device_type,landing_page,pageviews,duration_seconds
SESS00004036,CUST00149,2025-11-26 09:03:57,affiliate,tablet,/blog,19,3405
SESS00004037,CUST00054,2025-10-19 06:30:15,paid_search,mobile,/home,3,318
SESS00004038,CUST00443,2025-09-09 03:07:06,paid_search,desktop,/product,6,2246
SESS00004039,CUST00020,2026-06-15 18:40:44,organic,mobile,/sale,1,2592
SESS00004040,CUST00199,2025-01-17 13:32:59,paid_search,mobile,/search,2,659
SESS00004041,CUST00579,2026-06-10 07:38:39,paid_social,mobile,/category,16,758
SESS00004042,CUST00492,2026-04-21 03:55:25,email,mobile,/home,1,1069
SESS00004043,CUST00479,2025-08-18 02:02:48,organic,desktop,/search,2,426
SESS00004044,CUST00282,2026-06-26 16:57:24,affiliate,desktop,/search,5,1234
SESS00004045,CUST00554,2025-01-30 19:04:49,paid_search,tablet,/category,2,872
SESS00004046,CUST00021,2026-01-07 01:46:27,paid_search,tablet,/search,2,3057
SESS00004047,CUST00257,2026-06-12 12:01:02,paid_search,mobile,/search,4,3277
SESS00004048,CUST00256,2026-05-10 07:07:01,organic,desktop,/product,16,258
SESS00004049,CUST00516,2026-05-27 15:47:46,direct,mobile,/product,1,1266
SESS00004050,CUST00217,2026-03-14 23:12:24,organic,mobile,/category,9,793
SESS00004051,CUST00210,2025-06-15 08:39:38,affiliate,mobile,/blog,3,923
SESS00004052,CUST00542,2026-01-03 18:45:44,affiliate,mobile,/category,2,2702
SESS00004053,CUST00177,2025-12-22 19:40:18,email,mobile,/blog,1,3071
SESS00004054,CUST00277,2025-06-05 16:59:09,paid_social,mobile,/category,1,514
SESS00004055,CUST00361,2025-04-15 14:00:32,paid_social,desktop,/sale,12,2207
SESS00004056,CUST00171,2026-06-24 02:44:46,organic,desktop,/blog,2,1725
SESS00004057,CUST00535,2025-01-21 04:33:06,direct,mobile,/category,3,149
SESS00004058,CUST00424,2026-03-07 00:44:53,paid_search,mobile,/category,6,3057
SESS00004059,CUST00233,2026-04-25 04:43:05,paid_search,mobile,/category,1,490
SESS00004060,CUST00104,2026-05-14 14:18:13,paid_search,desktop,/blog,3,539
SESS00004061,CUST00028,2026-06-10 05:28:08,email,desktop,/product,2,3025
SESS00004062,CUST00252,2025-06-14 23:28:27,organic,mobile,/sale,1,429
SESS00004063,CUST00464,2025-03-25 12:42:41,email,desktop,/sale,13,2975
SESS00004064,CUST00182,2025-12-05 04:17:12,organic,mobile,/home,5,581
SESS00004065,CUST00286,2025-09-01 15:58:33,direct,mobile,/home,8,1241
SESS00004066,CUST00173,2026-02-19 21:31:35,organic,desktop,/blog,1,1290
SESS00004067,CUST00506,2025-02-18 01:36:26,paid_social,desktop,/sale,5,727
SESS00004068,CUST00079,2025-11-14 20:25:00,paid_search,mobile,/home,6,3525
SESS00004069,CUST00244,2026-06-07 08:47:04,paid_social,desktop,/sale,4,309
SESS00004070,CUST00335,2025-06-06 01:14:17,email,desktop,/blog,2,2070
SESS00004071,CUST00310,2025-03-16 06:52:28,direct,tablet,/search,1,3259
SESS00004072,CUST00135,2025-11-07 22:34:02,paid_search,desktop,/search,5,1191
SESS00004073,CUST00046,2025-04-12 04:39:41,organic,mobile,/category,3,3594
SESS00004074,CUST00217,2026-04-25 09:49:52,organic,desktop,/home,3,1090
SESS00004075,CUST00325,2026-02-09 17:11:48,organic,mobile,/search,3,2536
SESS00004076,CUST00571,2025-02-20 15:25:44,affiliate,mobile,/product,2,2769
SESS00004077,CUST00534,2025-09-20 06:37:13,organic,tablet,/home,4,1445
SESS00004078,CUST00351,2026-06-21 05:44:05,paid_search,mobile,/blog,1,3068
SESS00004079,CUST00191,2026-04-28 06:12:28,affiliate,mobile,/product,3,1453
SESS00004080,CUST00163,2025-05-28 02:22:10,paid_social,mobile,/blog,8,2096
SESS00004081,CUST00535,2026-01-24 03:37:34,direct,tablet,/product,2,789
SESS00004082,CUST00591,2025-05-14 15:39:14,direct,desktop,/search,3,918
SESS00004083,CUST00473,2025-07-20 21:00:14,paid_search,mobile,/sale,9,3023
SESS00004084,CUST00295,2025-02-10 08:54:09,paid_social,tablet,/product,5,2111
SESS00004085,CUST00262,2025-02-24 02:29:32,direct,desktop,/category,5,206
SESS00004086,CUST00569,2025-10-09 16:30:46,direct,mobile,/sale,4,3135
SESS00004087,CUST00354,2025-03-04 15:13:28,paid_search,tablet,/product,5,714
SESS00004088,CUST00375,2025-07-26 21:08:23,email,mobile,/category,6,1126
SESS00004089,CUST00576,2025-01-05 23:13:04,direct,desktop,/product,3,3306
SESS00004090,CUST00516,2025-01-23 21:43:19,affiliate,mobile,/home,3,3419
SESS00004091,CUST00076,2025-10-13 07:20:37,affiliate,mobile,/product,5,869
SESS00004092,CUST00312,2026-01-30 11:51:04,organic,mobile,/category,1,3102
SESS00004093,CUST00265,2026-05-05 06:41:49,paid_search,desktop,/home,1,897
SESS00004094,CUST00244,2025-05-05 14:30:21,paid_search,tablet,/product,9,1957
SESS00004095,CUST00566,2026-05-04 04:12:14,paid_search,mobile,/search,2,2618
SESS00004096,CUST00435,2026-05-17 00:30:02,paid_search,mobile,/home,1,1713
SESS00004097,CUST00474,2025-07-05 02:46:17,organic,mobile,/blog,2,1686
SESS00004098,CUST00085,2025-07-03 13:21:23,paid_social,tablet,/category,6,2924
SESS00004099,CUST00586,2026-04-12 09:25:48,email,mobile,/search,8,390
SESS00004100,CUST00089,2025-07-06 06:04:29,direct,desktop,/category,8,2591
SESS00004101,CUST00116,2025-02-14 04:14:44,paid_search,desktop,/product,1,1516
SESS00004102,CUST00566,2025-01-09 01:16:22,direct,mobile,/blog,4,3104
SESS00004103,CUST00077,2026-02-01 05:33:48,direct,mobile,/home,4,824
SESS00004104,CUST00562,2025-11-28 02:08:16,email,desktop,/blog,2,2254
SESS00004105,CUST00582,2025-10-17 06:59:02,affiliate,tablet,/search,7,1532
SESS00004106,CUST00247,2025-02-05 19:38:26,email,mobile,/product,2,2880
SESS00004107,CUST00344,2025-03-05 08:18:42,direct,mobile,/product,8,2457
SESS00004108,CUST00530,2026-02-14 02:29:32,email,mobile,/sale,6,2571
SESS00004109,CUST00414,2025-03-29 20:46:26,paid_search,tablet,/sale,2,2655
SESS00004110,CUST00056,2025-08-16 00:24:33,email,desktop,/category,4,811
SESS00004111,CUST00259,2025-12-28 18:12:35,paid_search,desktop,/sale,4,2765
SESS00004112,CUST00101,2025-02-24 04:43:22,paid_search,tablet,/product,5,3351
SESS00004113,CUST00132,2025-10-07 21:15:41,affiliate,desktop,/product,1,233
SESS00004114,CUST00511,2026-01-14 23:42:20,email,mobile,/blog,7,2016
SESS00004115,CUST00554,2026-02-23 09:16:29,direct,mobile,/blog,1,623
SESS00004116,CUST00017,2026-05-25 04:43:07,paid_search,mobile,/category,2,3321
SESS00004117,CUST00367,2025-04-28 20:23:28,paid_search,mobile,/product,6,3240
SESS00004118,CUST00398,2026-06-14 11:18:52,organic,desktop,/search,1,3163
SESS00004119,CUST00072,2025-01-04 16:21:43,affiliate,mobile,/home,1,3165
SESS00004120,CUST00191,2025-10-27 20:35:31,organic,desktop,/home,4,2617
SESS00004121,CUST00211,2026-04-30 10:15:05,email,mobile,/sale,9,1037
SESS00004122,CUST00543,2025-04-24 21:31:29,organic,mobile,/search,3,1832
SESS00004123,CUST00168,2025-10-21 00:50:40,paid_search,desktop,/home,3,879
SESS00004124,CUST00441,2025-08-29 13:26:48,paid_search,desktop,/sale,7,1976
SESS00004125,CUST00373,2025-07-31 13:27:08,organic,mobile,/category,5,1751
SESS00004126,CUST00126,2025-11-27 22:27:53,paid_search,mobile,/sale,18,2862
SESS00004127,CUST00198,2025-01-13 06:12:42,email,desktop,/search,3,2262
SESS00004128,CUST00276,2025-12-13 20:43:54,paid_search,mobile,/sale,1,3465
SESS00004129,CUST00035,2026-01-08 15:33:43,paid_search,mobile,/category,10,416
SESS00004130,CUST00199,2025-09-02 15:20:10,paid_social,mobile,/sale,9,1434
SESS00004131,CUST00527,2025-05-14 11:36:42,affiliate,desktop,/category,2,1658
SESS00004132,CUST00055,2025-06-28 04:29:21,direct,mobile,/sale,2,1647
SESS00004133,CUST00133,2025-05-24 22:39:45,paid_search,mobile,/category,4,3231
SESS00004134,CUST00303,2026-06-04 16:29:31,organic,desktop,/home,5,2086
SESS00004135,CUST00071,2025-01-13 04:44:24,organic,desktop,/category,3,257
SESS00004136,CUST00403,2025-01-02 23:58:31,direct,desktop,/home,1,1928
SESS00004137,CUST00099,2025-05-01 06:19:51,email,desktop,/search,4,2633
SESS00004138,CUST00425,2025-01-21 23:37:59,email,mobile,/home,11,535
SESS00004139,CUST00359,2026-05-23 06:35:57,organic,mobile,/search,2,2016
SESS00004140,CUST00211,2026-04-02 00:47:26,affiliate,desktop,/sale,10,2182
SESS00004141,CUST00458,2025-12-12 02:14:34,paid_search,tablet,/category,6,1772
SESS00004142,CUST00039,2025-03-11 16:50:01,paid_social,mobile,/search,3,2971
SESS00004143,CUST00392,2026-06-19 08:01:09,direct,desktop,/category,5,548
SESS00004144,CUST00040,2025-10-27 15:52:58,organic,mobile,/blog,1,865
SESS00004145,CUST00083,2026-03-11 21:04:09,email,mobile,/blog,2,2576
SESS00004146,CUST00362,2026-03-04 03:48:04,paid_search,mobile,/search,1,1985
SESS00004147,CUST00183,2025-12-02 16:00:22,paid_search,mobile,/search,2,169
SESS00004148,CUST00056,2026-04-09 04:27:07,paid_social,mobile,/home,1,689
SESS00004149,CUST00030,2026-01-04 15:56:30,paid_search,mobile,/home,2,2535
SESS00004150,CUST00191,2026-03-31 01:31:00,paid_search,mobile,/sale,3,540
SESS00004151,CUST00284,2025-09-15 20:35:05,email,mobile,/home,2,1690
SESS00004152,CUST00188,2026-02-23 19:55:09,direct,mobile,/product,2,2131
SESS00004153,CUST00257,2025-05-04 17:00:15,paid_search,desktop,/home,1,3313
SESS00004154,CUST00550,2025-07-17 01:13:48,email,desktop,/search,1,701
SESS00004155,CUST00479,2026-05-16 16:32:07,direct,mobile,/home,1,1494
SESS00004156,CUST00456,2025-04-12 13:59:36,paid_social,mobile,/blog,2,1111
SESS00004157,CUST00139,2025-03-19 16:14:44,paid_social,tablet,/home,11,1113
SESS00004158,CUST00234,2025-10-12 08:06:44,paid_search,mobile,/sale,8,2556
SESS00004159,CUST00574,2026-05-11 04:27:41,paid_search,mobile,/search,3,357
SESS00004160,CUST00345,2026-03-24 11:07:01,direct,mobile,/search,2,3518
SESS00004161,CUST00433,2025-01-17 16:11:32,direct,mobile,/blog,6,343
SESS00004162,CUST00559,2025-05-22 09:40:07,paid_social,tablet,/product,1,1909
SESS00004163,CUST00287,2026-02-11 19:16:15,email,desktop,/search,2,2295
SESS00004164,CUST00482,2025-01-10 06:56:07,email,tablet,/blog,4,338
SESS00004165,CUST00103,2025-02-24 18:55:32,paid_search,mobile,/home,2,1067
SESS00004166,CUST00184,2026-03-17 07:02:42,affiliate,desktop,/category,12,859
SESS00004167,CUST00050,2025-08-01 03:47:41,paid_social,mobile,/category,1,3419
SESS00004168,CUST00576,2026-06-02 09:46:29,paid_social,mobile,/product,1,273
SESS00004169,CUST00594,2026-01-10 23:00:03,organic,desktop,/home,14,220
SESS00004170,CUST00346,2026-02-16 07:25:49,direct,desktop,/category,2,1027
SESS00004171,CUST00224,2026-06-27 02:58:51,organic,desktop,/search,5,2280
SESS00004172,CUST00027,2025-12-30 17:26:03,paid_social,desktop,/blog,6,765
SESS00004173,CUST00591,2026-02-16 09:50:58,direct,desktop,/product,2,2255
SESS00004174,CUST00183,2025-01-13 09:01:28,paid_search,desktop,/blog,4,2563
SESS00004175,CUST00286,2025-06-16 02:03:15,paid_social,desktop,/search,3,2376
SESS00004176,CUST00369,2026-04-25 20:26:56,affiliate,desktop,/search,9,800
SESS00004177,CUST00095,2026-05-17 03:23:34,paid_social,desktop,/blog,1,3346
SESS00004178,CUST00262,2026-05-14 05:56:50,paid_social,mobile,/search,1,2994
SESS00004179,CUST00530,2025-01-21 00:30:41,paid_search,mobile,/search,3,3294
SESS00004180,CUST00090,2025-08-11 02:30:23,direct,desktop,/blog,7,1878
SESS00004181,CUST00096,2025-07-29 14:45:40,direct,mobile,/category,2,1475
SESS00004182,CUST00282,2025-03-12 22:29:22,organic,mobile,/home,2,2173
SESS00004183,CUST00186,2025-06-11 21:09:07,paid_search,mobile,/product,1,962
SESS00004184,CUST00031,2025-04-06 08:53:36,affiliate,desktop,/sale,5,2888
SESS00004185,CUST00074,2025-12-11 15:41:14,paid_search,desktop,/category,3,743
SESS00004186,CUST00405,2026-05-18 14:53:17,paid_search,mobile,/product,1,3406
SESS00004187,CUST00116,2025-10-24 22:12:42,organic,desktop,/sale,8,3210
SESS00004188,CUST00195,2025-12-18 23:34:20,direct,desktop,/sale,4,898
SESS00004189,CUST00598,2025-02-01 22:24:45,affiliate,mobile,/product,3,1136
SESS00004190,CUST00178,2026-02-02 02:32:29,paid_social,desktop,/category,7,725
SESS00004191,CUST00197,2025-07-26 19:29:19,paid_social,mobile,/search,7,1054
SESS00004192,CUST00387,2025-07-03 11:07:47,email,tablet,/search,7,3386
SESS00004193,CUST00547,2026-01-11 14:42:13,organic,desktop,/category,2,1065
SESS00004194,CUST00407,2026-01-06 03:23:54,organic,desktop,/category,5,122
SESS00004195,CUST00547,2025-08-03 03:23:41,organic,mobile,/sale,4,1540
SESS00004196,CUST00499,2026-04-11 09:16:14,direct,mobile,/blog,1,2665
SESS00004197,CUST00574,2025-12-11 23:21:58,paid_social,mobile,/product,13,2705
SESS00004198,CUST00056,2026-06-18 22:07:01,direct,desktop,/home,3,794
SESS00004199,CUST00421,2025-07-13 14:02:22,paid_search,desktop,/product,6,2918
SESS00004200,CUST00422,2026-04-24 18:12:04,email,desktop,/product,20,409
SESS00004201,CUST00112,2025-05-22 10:43:28,paid_search,desktop,/search,1,2569
SESS00004202,CUST00592,2025-11-10 06:44:47,paid_social,mobile,/category,4,3510
SESS00004203,CUST00477,2026-03-20 16:05:24,affiliate,desktop,/category,7,1524
SESS00004204,CUST00534,2026-01-19 21:15:08,direct,mobile,/product,5,1910
SESS00004205,CUST00537,2025-11-04 15:49:07,paid_social,mobile,/blog,1,220
SESS00004206,CUST00307,2025-07-30 03:14:12,organic,mobile,/category,6,2877
SESS00004207,CUST00324,2026-05-19 14:41:37,organic,desktop,/home,2,2761
SESS00004208,CUST00133,2026-05-09 03:33:04,organic,desktop,/home,6,3076
SESS00004209,CUST00599,2026-06-10 08:10:18,direct,mobile,/category,4,2701
SESS00004210,CUST00567,2025-04-04 20:51:07,email,mobile,/category,1,2621
SESS00004211,CUST00526,2026-05-02 02:50:30,paid_social,mobile,/sale,1,902
SESS00004212,CUST00323,2025-09-09 03:35:05,paid_social,tablet,/blog,7,3597
SESS00004213,CUST00395,2026-01-29 19:39:32,email,mobile,/blog,6,87
SESS00004214,CUST00236,2025-11-03 16:14:39,email,mobile,/home,6,2937
SESS00004215,CUST00238,2026-02-24 23:03:11,direct,desktop,/sale,10,1596
SESS00004216,CUST00570,2025-10-23 06:50:46,direct,desktop,/search,2,725
SESS00004217,CUST00532,2025-02-10 11:10:21,paid_search,mobile,/category,20,1509
SESS00004218,CUST00304,2025-11-03 04:33:17,paid_social,mobile,/sale,6,248
SESS00004219,CUST00182,2025-09-28 04:45:30,paid_search,desktop,/category,4,1823
SESS00004220,CUST00223,2025-01-16 14:05:44,paid_search,desktop,/category,3,1330
SESS00004221,CUST00098,2025-01-28 12:34:00,paid_search,mobile,/sale,7,40
SESS00004222,CUST00105,2025-12-05 20:08:23,paid_search,desktop,/product,5,1794
SESS00004223,CUST00227,2026-03-27 21:47:27,paid_search,desktop,/sale,1,314
SESS00004224,CUST00067,2026-04-02 23:32:48,affiliate,mobile,/category,13,1845
SESS00004225,CUST00029,2025-05-06 22:34:42,paid_social,mobile,/category,8,952
SESS00004226,CUST00575,2026-03-23 13:30:41,email,mobile,/search,7,2507
SESS00004227,CUST00495,2026-02-12 00:37:29,email,mobile,/category,7,1157
SESS00004228,CUST00037,2025-04-17 00:36:25,organic,desktop,/blog,9,1923
SESS00004229,CUST00271,2025-04-09 13:59:55,organic,mobile,/category,3,990
SESS00004230,CUST00538,2025-08-16 02:28:59,paid_social,mobile,/product,3,3250
SESS00004231,CUST00181,2025-02-10 14:08:13,direct,mobile,/home,4,18
SESS00004232,CUST00126,2025-11-23 17:01:34,organic,desktop,/category,5,3288
SESS00004233,CUST00213,2025-12-01 10:58:23,email,mobile,/search,9,1226
SESS00004234,CUST00311,2026-01-30 21:17:49,paid_search,desktop,/search,3,1402
SESS00004235,CUST00377,2025-01-11 23:09:02,affiliate,mobile,/blog,7,1496
SESS00004236,CUST00483,2025-11-04 15:13:46,email,mobile,/category,5,1734
SESS00004237,CUST00040,2025-10-15 09:07:20,paid_search,desktop,/search,4,1271
SESS00004238,CUST00447,2025-12-04 02:46:22,affiliate,mobile,/blog,1,1477
SESS00004239,CUST00143,2025-12-24 03:33:46,affiliate,desktop,/category,1,3163
SESS00004240,CUST00043,2026-05-12 04:06:17,paid_social,mobile,/search,18,1902
SESS00004241,CUST00338,2025-01-15 09:05:38,paid_search,mobile,/product,3,1743
SESS00004242,CUST00005,2025-05-05 07:25:56,paid_social,mobile,/home,3,2612
SESS00004243,CUST00357,2025-12-07 14:24:29,organic,mobile,/blog,1,3067
SESS00004244,CUST00386,2025-03-24 00:00:00,paid_social,mobile,/category,5,1014
SESS00004245,CUST00212,2025-02-18 04:19:13,organic,mobile,/blog,4,1342
SESS00004246,CUST00450,2025-12-28 21:39:41,organic,mobile,/blog,1,1229
SESS00004247,CUST00424,2026-02-23 07:13:27,paid_search,mobile,/category,4,1141
SESS00004248,CUST00591,2026-06-09 09:01:50,email,mobile,/home,7,2075
SESS00004249,CUST00419,2025-05-29 05:21:46,paid_search,mobile,/product,1,1648
SESS00004250,CUST00569,2025-11-25 08:38:57,paid_social,mobile,/product,7,1468
SESS00004251,CUST00407,2026-03-26 22:04:34,direct,desktop,/blog,1,2942
SESS00004252,CUST00547,2026-05-08 00:41:37,paid_search,mobile,/search,6,2614
SESS00004253,CUST00157,2025-06-26 18:20:52,direct,desktop,/home,6,457
SESS00004254,CUST00261,2025-02-16 21:18:33,direct,desktop,/home,2,3233
SESS00004255,CUST00113,2025-05-25 13:12:31,affiliate,mobile,/category,1,2703
SESS00004256,CUST00508,2026-03-21 05:04:42,email,mobile,/category,2,869
SESS00004257,CUST00586,2026-02-08 02:43:44,direct,mobile,/home,2,2341
SESS00004258,CUST00268,2025-07-17 14:25:25,direct,mobile,/blog,2,1817
SESS00004259,CUST00094,2025-03-15 14:10:26,organic,mobile,/category,1,791
SESS00004260,CUST00264,2025-12-21 19:17:49,affiliate,tablet,/product,2,2883
SESS00004261,CUST00585,2025-06-11 05:23:32,organic,mobile,/home,2,2047
SESS00004262,CUST00234,2025-02-05 21:58:17,direct,tablet,/blog,10,2161
SESS00004263,CUST00260,2025-12-10 16:56:46,organic,mobile,/sale,3,1470
SESS00004264,CUST00597,2025-09-19 21:07:45,paid_search,desktop,/sale,7,1995
SESS00004265,CUST00203,2026-01-24 09:20:14,email,desktop,/sale,3,3525
SESS00004266,CUST00593,2025-05-05 04:27:55,paid_search,mobile,/product,4,680
SESS00004267,CUST00282,2025-01-14 13:27:39,direct,mobile,/product,4,2399
SESS00004268,CUST00481,2025-03-06 11:00:37,email,desktop,/home,5,910
SESS00004269,CUST00199,2025-01-25 16:55:39,organic,mobile,/search,1,1917
SESS00004270,CUST00505,2025-07-25 16:53:30,organic,mobile,/product,7,2978
SESS00004271,CUST00230,2025-02-20 23:57:32,direct,mobile,/category,1,2204
SESS00004272,CUST00166,2025-07-27 16:40:16,paid_social,desktop,/product,6,2997
SESS00004273,CUST00335,2025-05-23 08:01:09,paid_search,desktop,/sale,3,940
SESS00004274,CUST00480,2026-01-31 03:54:00,paid_search,mobile,/category,21,1182
SESS00004275,CUST00062,2025-12-01 21:43:13,paid_search,mobile,/search,3,1449
SESS00004276,CUST00162,2026-05-26 18:32:40,email,mobile,/category,2,1296
SESS00004277,CUST00261,2025-08-05 00:45:11,paid_search,tablet,/search,5,3365
SESS00004278,CUST00060,2025-10-24 04:54:03,email,mobile,/sale,2,2403
SESS00004279,CUST00061,2025-03-08 12:39:58,paid_social,desktop,/search,2,2963
SESS00004280,CUST00398,2025-09-12 02:41:37,paid_search,mobile,/blog,2,1509
SESS00004281,CUST00085,2025-09-24 14:10:40,email,mobile,/category,1,3203
SESS00004282,CUST00287,2026-04-19 20:49:32,direct,mobile,/sale,6,739
SESS00004283,CUST00129,2025-12-31 05:37:05,direct,tablet,/home,7,84
SESS00004284,CUST00065,2026-06-11 18:25:30,direct,desktop,/blog,1,2182
SESS00004285,CUST00090,2025-06-30 07:16:54,affiliate,mobile,/category,5,3337
SESS00004286,CUST00124,2026-01-19 16:23:10,email,desktop,/sale,10,144
SESS00004287,CUST00383,2025-10-22 05:49:34,paid_search,mobile,/sale,1,517
SESS00004288,CUST00075,2025-09-08 08:43:57,organic,desktop,/category,3,2456
SESS00004289,CUST00361,2026-01-15 13:17:06,organic,desktop,/home,3,2770
SESS00004290,CUST00412,2026-05-21 16:12:58,email,desktop,/category,17,613
SESS00004291,CUST00203,2025-03-27 22:55:06,paid_search,desktop,/home,2,730
SESS00004292,CUST00129,2025-12-31 07:39:19,organic,mobile,/home,8,2977
SESS00004293,CUST00410,2025-06-17 02:42:16,organic,desktop,/home,1,2598
SESS00004294,CUST00578,2025-04-23 15:59:05,organic,mobile,/home,7,2245
SESS00004295,CUST00100,2025-06-12 04:21:34,affiliate,mobile,/home,1,1083
SESS00004296,CUST00338,2025-06-20 18:59:14,affiliate,mobile,/search,4,2371
SESS00004297,CUST00062,2025-11-21 17:55:46,organic,mobile,/search,3,761
SESS00004298,CUST00302,2026-05-01 01:31:31,organic,mobile,/blog,6,3530
SESS00004299,CUST00553,2025-09-16 04:32:04,paid_social,mobile,/category,10,1050
SESS00004300,CUST00329,2026-05-31 06:03:37,paid_social,desktop,/blog,17,306
SESS00004301,CUST00161,2026-04-04 04:56:59,affiliate,desktop,/blog,7,2272
SESS00004302,CUST00096,2025-06-18 18:10:47,organic,mobile,/category,4,2301
SESS00004303,CUST00053,2025-10-20 00:44:04,paid_social,desktop,/category,8,1594
SESS00004304,CUST00289,2026-01-01 04:14:11,paid_social,mobile,/blog,1,17
SESS00004305,CUST00160,2026-06-11 06:33:58,paid_search,mobile,/category,2,1394
SESS00004306,CUST00108,2026-06-06 02:29:26,paid_social,desktop,/sale,2,2017
SESS00004307,CUST00352,2026-04-05 22:27:59,affiliate,desktop,/blog,9,1161
SESS00004308,CUST00314,2026-01-26 15:23:38,email,desktop,/home,5,3585
SESS00004309,CUST00458,2025-05-27 19:39:09,paid_search,mobile,/sale,1,2246
SESS00004310,CUST00185,2025-03-16 04:05:20,email,desktop,/blog,4,110
SESS00004311,CUST00015,2025-01-07 13:26:45,organic,mobile,/category,1,1573
SESS00004312,CUST00454,2026-05-23 16:04:30,paid_search,desktop,/home,1,318
SESS00004313,CUST00594,2025-10-16 21:47:25,organic,desktop,/sale,7,1778
SESS00004314,CUST00439,2026-06-16 19:17:12,paid_search,desktop,/sale,11,3247
SESS00004315,CUST00551,2025-04-13 02:03:11,email,mobile,/search,1,2978
SESS00004316,CUST00558,2025-09-02 20:13:11,paid_search,mobile,/product,7,3235
SESS00004317,CUST00553,2026-02-14 17:04:02,organic,mobile,/search,5,2919
SESS00004318,CUST00567,2026-03-31 09:45:43,paid_search,tablet,/search,3,1621
SESS00004319,CUST00379,2025-11-19 03:22:47,email,mobile,/category,2,2238
SESS00004320,CUST00288,2025-08-06 18:28:24,paid_social,desktop,/product,4,1058
SESS00004321,CUST00290,2026-01-26 12:14:38,paid_search,tablet,/product,1,3261
SESS00004322,CUST00085,2025-05-18 15:50:00,direct,mobile,/blog,4,3118
SESS00004323,CUST00589,2026-02-20 23:24:58,paid_search,desktop,/category,4,1387
SESS00004324,CUST00072,2025-10-18 19:39:02,paid_social,mobile,/product,4,2076
SESS00004325,CUST00482,2026-01-21 12:15:37,direct,desktop,/search,1,2869
SESS00004326,CUST00119,2025-02-12 12:24:44,affiliate,tablet,/product,7,1181
SESS00004327,CUST00135,2025-07-24 18:40:24,organic,mobile,/blog,5,2039
SESS00004328,CUST00541,2026-01-07 16:32:46,organic,desktop,/blog,1,2451
SESS00004329,CUST00249,2025-02-23 12:18:56,organic,mobile,/sale,2,1393
SESS00004330,CUST00087,2025-09-05 03:40:54,email,desktop,/product,32,2832
SESS00004331,CUST00475,2025-04-15 01:03:44,direct,desktop,/product,2,446
SESS00004332,CUST00218,2025-07-01 17:02:21,paid_search,desktop,/sale,3,1115
SESS00004333,CUST00270,2026-03-26 08:51:55,paid_social,mobile,/category,2,1550
SESS00004334,CUST00368,2026-06-27 12:18:59,paid_search,desktop,/sale,3,780
SESS00004335,CUST00307,2025-11-04 15:31:30,paid_search,mobile,/sale,1,1778
SESS00004336,CUST00123,2025-10-29 12:52:27,email,desktop,/sale,2,3345
SESS00004337,CUST00552,2025-09-09 01:18:21,affiliate,mobile,/home,2,2292
SESS00004338,CUST00246,2026-05-04 10:50:13,email,mobile,/product,11,2976
SESS00004339,CUST00368,2026-03-10 00:46:52,email,desktop,/blog,19,2772
SESS00004340,CUST00242,2026-05-20 18:36:14,paid_search,mobile,/category,3,2011
SESS00004341,CUST00016,2025-06-19 02:13:28,paid_social,mobile,/search,2,1960
SESS00004342,CUST00362,2025-10-17 21:19:28,organic,desktop,/home,1,2334
SESS00004343,CUST00165,2026-05-19 02:48:39,direct,mobile,/home,1,1689
SESS00004344,CUST00067,2026-02-17 12:04:17,paid_social,mobile,/blog,1,2782
SESS00004345,CUST00340,2025-09-26 06:41:56,organic,desktop,/product,1,3380
SESS00004346,CUST00249,2025-08-11 17:34:06,direct,desktop,/category,1,1414
SESS00004347,CUST00485,2026-05-16 21:31:10,paid_social,mobile,/home,2,127
SESS00004348,CUST00070,2025-03-22 00:23:14,email,mobile,/home,3,784
SESS00004349,CUST00002,2025-12-29 08:17:11,email,mobile,/blog,1,248
SESS00004350,CUST00506,2025-06-28 07:43:34,organic,mobile,/category,2,1995
SESS00004351,CUST00178,2025-02-06 09:31:00,organic,mobile,/sale,5,2023
SESS00004352,CUST00121,2025-03-22 19:53:03,direct,desktop,/product,1,987
SESS00004353,CUST00225,2026-01-14 01:32:35,organic,mobile,/home,4,3031
SESS00004354,CUST00474,2025-09-04 05:23:47,paid_social,desktop,/blog,5,3435
SESS00004355,CUST00021,2026-04-19 03:42:59,organic,mobile,/sale,6,1339
SESS00004356,CUST00056,2025-07-05 07:47:54,paid_search,tablet,/category,1,2143
SESS00004357,CUST00181,2025-01-29 02:06:00,paid_social,mobile,/sale,2,3286
SESS00004358,CUST00287,2025-09-05 13:23:25,organic,desktop,/blog,1,2023
SESS00004359,CUST00429,2025-07-26 06:40:52,direct,mobile,/category,17,2001
SESS00004360,CUST00194,2025-08-26 21:34:13,affiliate,mobile,/product,3,518
SESS00004361,CUST00465,2025-06-23 20:05:07,paid_search,desktop,/product,3,3413
SESS00004362,CUST00547,2025-01-27 07:50:35,organic,mobile,/product,3,2213
SESS00004363,CUST00127,2025-06-13 14:09:50,paid_social,mobile,/category,12,444
SESS00004364,CUST00457,2025-12-06 06:41:12,organic,desktop,/home,4,1194
SESS00004365,CUST00369,2025-09-28 06:42:07,direct,mobile,/blog,13,3004
SESS00004366,CUST00599,2026-03-12 07:19:11,paid_social,mobile,/home,1,2017
SESS00004367,CUST00472,2025-02-01 04:21:36,paid_social,desktop,/search,5,3098
SESS00004368,CUST00135,2025-06-30 08:16:49,paid_social,mobile,/blog,2,3046
